non	not<br>Non mi piace la marmellata.<br>I do not like jam.
ben	well<br>Magnifico, ben fatto!<br>Magnificent, well done!
voleva	wanted<br>Ha avuto ciò che (lui) voleva, ora è contento.<br>He has had what he wanted, now he is happy.
qual	what<br>Qual è il problema?<br>What is the problem?
domanda	question<br>L’insegnante mi ha fatto una domanda molto difficile.<br>The teacher asked me a very difficult question.
conto	bill<br>Il conto, per favore.<br>The bill, please.
strano	strange<br>Mi sembra strano che non ti abbia salutato.<br>It seems strange to me that he did not greet you.
film	movie<br>Hai voglia di vedere un film stasera?<br>Do you want to see a movie tonight?
prova	proof<br>Il suo silenzio era la prova che le serviva.<br>His silence was all the proof she needed.
pare	seems<br>Mi pare che stia molto bene.<br>It seems to me that he is very well.
mesi	months<br>Ci siamo trasferiti a Londra dopo due mesi a Roma.<br>We moved to London after two months in Rome.
farti	to let you<br>Volevo solo farti sapere che domani partirò.<br>I just wanted to let you know that I'm leaving tomorrow.
paio	pair<br>Ha appena comprato un nuovo paio di stivali.<br>He has just bought a new pair of boots.
conosco	know<br>(io) Non conosco il significato di quella parola.<br>I don’t know the meaning of that word.
telefono	phone<br>Il telefono sta suonando; qualcuno può rispondere?<br>The phone is ringing; can anyone answer?
senso	sense<br>Non ha senso quello che dici.<br>What you say doesn’t make any sense.
festa	party<br>Finita la festa, siamo andati tutti a casa.<br>After the party, we all went home.
esattamente	exactly<br>Fa sempre esattamente l’opposto di quello che dice.<br>He always does exactly the opposite of what he says.
perdere	to lose<br>Non è abituato a perdere.<br>He is not used to losing.
mezzo	middle<br>Sono rimasto fermo in mezzo al traffico per mezzora.<br>I have been stuck in the middle of the traffic for half an hour.
foto	picture<br>Ci fai una foto, per favore?<br>Can you take a picture of us, please?
ragazze	girls<br>Nella mia classe siamo tutte ragazze.<br>In my class we are all girls.
attimo	moment<br>Se aspetti un attimo ti racconto tutto.<br>If you wait a moment, I'll tell you everything.
vista	view<br>Quella casa ha una bellissima vista sulla città.<br>That house has a beautiful view over the city.
sopra	on<br>Ho lasciato i vestiti stirati sopra il tuo letto.<br>I left the ironed clothes on your bed.
vivere	to live<br>Vorrei vivere in una grande città.<br>I would like to live in a big city.
ricordo	memory<br>Non ho nessun ricordo dei miei nonni.<br>I have no memory of my grandparents.
piedi	feet<br>Ho camminato così tanto che mi fanno male i piedi.<br>I walked so much that my feet hurt.
fate	let<br>Perché (voi) non mi fate conoscere i vostri nuovi amici?<br>Why don’t you let me know your new friends?
pure	too<br>Pure io sono rimasta colpita dal suo atteggiamento.<br>I was impressed by his attitude too.
nuova	new<br>Ha una nuova ragazza.<br>He has a new girlfriend.
divertente	funny<br>Non è stato affatto divertente rimanere chiusi in ascensore.<br>It was not funny at all to stay locked in the elevator.
traduzione	translation<br>Devo finire la traduzione di questo testo dall’italiano all’inglese.<br>I have to finish the translation of this text from Italian to English.
farmi	to let me<br>Non vuole farmi sapere come sta.<br>He doesn’t want to let me know how he is.
mente	mind<br>Ho un progetto in mente e voglio realizzarlo.<br>I have a project in my mind and I want to make it happen.
possono	can<br>I tuoi bambini possono venire a giocare a casa nostra?<br>Can your children come to play at our house?
controllo	check<br>La polizia mi ha fermato per un controllo documenti.<br>The police stopped me for a document check.
gioco	game<br>Questo è il gioco preferito di mio figlio.<br>This is my son's favorite game.
parola	word<br>Non dire una parola su ciò che è successo.<br>Don’t say a word about what happened.
sicura	sure<br>Sei sicura che è lui il fidanzato di Clelia?<br>Are you sure he's Clelia's boyfriend?
pistola	gun<br>I ladri hanno colpito la vittima con una pistola.<br>The thieves hit the victim with a gun.
resto	rest<br>Mi interessa solo che si senta bene, il resto non conta.<br>I'm only interested that he’s feeling well, the rest doesn’t matter.
sorella	sister<br>Come si chiama tua sorella?<br>What's your sister's name?
credere	to believe<br>(tu) Non credere che sia bello viaggiare per lavoro.<br>Don’t believe it is good to travel for business.
spiace	sorry<br>Mi spiace che ti sia arrabbiata.<br>I'm sorry you're angry.
fuoco	fire<br>Non accende i fiammiferi per paura del fuoco.<br>She doesn’t light matches for fear of fire.
motivo	reason<br>Per quale motivo hai deciso di non fare l’esame?<br>What's the reason why you decided not to take the exam?
siano	are<br>Credo che (loro) siano Americani.<br>I think they are Americans.
città	town<br>Milano è la mia città natale.<br>Milan is my home town.
potresti	could<br>(tu) Potresti aiutarmi con questa traduzione?<br>Could you help me with this translation?
figli	sons<br>Ha quattro figli maschi e lavorano tutti all’estero.<br>He has four sons and they all work abroad.
fortuna	fortune<br>Per fortuna nessuno si è fatto male nell’incidente.<br>By fortune, no one was hurt in the accident.
dammi	give me<br>(tu) Dammi una mano con queste scatole.<br>Give me a hand with these boxes.
tizio	guy<br>Chi è quel tizio che parla con Gaia?<br>Who is that guy talking to Gaia?
finita	finished<br>Ho capito finalmente che la nostra storia è finita.<br>I finally realized that our relationship was finished.
là	there<br>Metti la tua roba là nell’angolo.<br>Put your stuff there in the corner.
dica	tell<br>Non accetto che tu mi dica cosa fare.<br>I do not accept that you tell me what to do.
passare	pass<br>Fammi passare, ho fretta.<br>Let me pass, I’m in a hurry.
quanti	how many<br>Quanti studenti sono presenti oggi?<br>How many students are in today?
sapete	know<br>(voi) Sapete come si arriva in centro città?<br>Do you know how to get to the city centre?
morta	dead<br>Qualcuno considera il Latino una lingua morta.<br>Someone considers Latin as a dead language.
chiamo	call<br>(io) Ti chiamo tra cinque minuti per avere aggiornamenti.<br>I'll call you in five minutes to get updates.
cioè	that is<br>È suo marito, cioè il suo ex-marito.<br>He is her husband, that is her ex-husband.
agente	officer<br>Suo figlio lavora come agente di polizia.<br>His son works as a police officer.
volete	want<br>Se (voi) volete vi porto io alla stazione.<br>If you want, I'll drive you to the station.
sicurezza	safety<br>La mia azienda non investe molto in sicurezza.<br>My company does not invest much in safety.
fu	was<br>Fu suo padre a chiamare i soccorsi.<br>It was his father who called for help.
lavorare	work<br>Mi hanno chiesto di lavorare anche la domenica.<br>They asked me to work on Sundays too.
tratta	route<br>La prima tratta del viaggio è stata la migliore.<br>The first route of the trip was the best.
avessi	had<br>Se (io) avessi tanti soldi, non lavorerei.<br>If I had so much money, I would not work.
dalle	from<br>Dalle 17:00 alle 18:00 vado in piscina a nuotare.<br>From 5pm to 6pm I go swimming in the pool.
uccidere	to kill<br>Potresti rischiare di uccidere qualcuno se guidi senza patente!<br>You might risk to kill someone if you drive without a license!
esatto	exact<br>Qual è lo spelling esatto del tuo cognome?<br>What is the exact spelling of your last name?
signorina	miss<br>La chiamano signorina, anche se ha marito e figli.<br>They call her Miss, even if she has a husband and children.
anno	year<br>L’anno prossimo mi trasferirò in Canada.<br>Next year I will move to Canada.
avevi	had<br>Ho trovato il libro che (tu) mi avevi chiesto.<br>I have found the book you had asked me.
cercare	to look for<br>Ha dedicato la sua vita a cercare la verità.<br>He dedicated his life to look for the truth.
potremmo	could<br>(noi) Potremmo condividere la stanza, cosa ne pensi?<br>We could share the room, what do you think?
amore	love<br>Ha curato suo marito con amore per diversi anni.<br>He has cared for her husband with love for several years.
sarei	would have<br>Se (io) avessi saputo che era qui, (io) non sarei venuta.<br>If I had known he was here, I would not have come.
ultima	last<br>È l’ultima volta che te lo dico!<br>It's the last time I tell you!
perfetto	perfect<br>Questo è il luogo perfetto per una vacanza.<br>This is the perfect place for a holiday.
mangiare	to eat<br>Faresti bene a non mangiare se hai lo stomaco sottosopra.<br>You’d better not to eat if your stomach is upset.
facile	easy<br>Non è stato facile cambiare il mio lavoro.<br>It was not easy to change my job.
succedendo	happening<br>Dimmi cosa ti sta succedendo.<br>Tell me what's happening to you.
cena	dinner<br>Per cena mangio sempre verdura.<br>For dinner, I always eat vegetables.
vivo	alive<br>Era ancora vivo quando è arrivata l’ambulanza.<br>He was still alive when the ambulance arrived.
saranno	will be<br>Ci saranno migliaia di persone che aspettano di vederlo.<br>There will be thousands of people waiting to see him.
davanti	in front of<br>Se ti siedi davanti a me non vedo nulla.<br>If you sit in front of me, I will see nothing.
agli	to the<br>Dedica il suo tempo libero agli altri.<br>He devotes his free time to the others.
molti	many<br>Non ho molti amici perché sono timido.<br>I do not have many friends because I'm shy.
verità	truth<br>Voglio sapere l'assoluta verità sul furto.<br>I want to know the absolute truth about the theft.
nave	ship<br>Abbiamo attraversato il Mar Mediterraneo in nave.<br>We crossed the Mediterranean Sea by ship.
vogliono	want<br>(loro) Non vogliono dirci le soluzioni del test di matematica.<br>They don’t want to tell us the solutions of the math test.
vada	go<br>Dove vuoi che (io) vada con quell’auto?<br>Where do you want me to go with that car?
fammi	let me<br>(tu) Fammi vedere cosa hai scritto su quel foglio!<br>Let me see what you wrote on that sheet!
ricevuto	received<br>Non ho ricevuto alcun commento positivo sul film.<br>I haven’t received any positive comments on the film.
entrambi	both<br>Entrambi i suoi figli sono mancini.<br>Both his sons are left-handed.
faremo	will do<br>Non so cosa (noi) faremo domani.<br>I do not know what we will do tomorrow.
voglia	will<br>Non lavora perché non ha voglia.<br>He doesn’t work because he doesn't have any will.
sulle	on the<br>Il gatto è sulle scale antincendio.<br>The cat is on the fire escape stairs.
unica	only one<br>È l’unica della famiglia che non parla tedesco.<br>She is the only one in the family who does not speak German.
pace	peace<br>Ha mandato un messaggio di pace ai suoi avversari.<br>He sent a message of peace to his opponents.
avresti	would have<br>Cosa (tu) avresti fatto al posto suo?<br>What would you have done in his place?
mettere	to put<br>Ti prego di non mettere i piedi sul tavolo.<br>I ask you please not to put your feet on the table.
sui	on the<br>Ha lanciato la palla sui binari del treno.<br>He threw the ball on the train tracks.
bere	to drink<br>Vuoi qualcosa da bere?<br>Would you like something to drink?
negli	in the<br>Ho qualcosa negli occhi che mi prude.<br>I have something in the eyes that itches me.
nostre	our<br>Le nostre figlie sono ben educate.<br>Our daughters are well educated.
re	king<br>I consiglieri del re lo hanno avvisato del pericolo.<br>The king's advisors warned him of the danger.
vuol	wants<br>Non sa mai cosa (lui) vuol fare.<br>He never knows what he wants to do.
fra	in<br>Fra cinque minuti arriverà un temporale.<br>In five minutes a storm will arrive.
finché	until<br>Aspetterò con te finché arriveranno i tuoi genitori.<br>I will wait with you until your parents arrive.
affari	business<br>Non sono affari tuoi!<br>It’s none of your business!
causa	cause<br>La causa dell’incidente è ancora ignota.<br>The cause of the accident is still unknown.
mandato	sent<br>I miei genitori mi hanno mandato della mozzarella dall’Italia.<br>My parents have sent me some mozzarella from Italy.
giù	down<br>Lo vedo un po’ giù di morale.<br>I see him a little down.
tieni	hold<br>Se (tu) tieni il guinzaglio troppo stretto il cane non sarà contento.<br>If you hold the leash too tight the dog will not be happy.
arrivare	to get to<br>Ci vogliono due ore per arrivare a scuola.<br>It takes two hours to get to school.
vogliamo	want<br>(noi) Siamo liberi di fare ciò che (noi) vogliamo.<br>We are free to do what we want.
dicono	say<br>Non parlare! Voglio sentire cosa (loro) dicono.<br>Don’t speak! I want to hear what they say.
italiano	Italian<br>Studio italiano ormai da tre anni.<br>I have been studying Italian for three years.
farai	will do<br>Cosa (tu) farai senza lavoro?<br>What will you do without a job?
situazione	situation<br>La sua situazione sta peggiorando.<br>His situation is getting worse.
capisci	understand<br>Non so se (tu) mi capisci, ma io sto male.<br>I don’t know if you understand me, but I'm sick.
piuttosto	rather than<br>Piuttosto che andare in bus, preferisco andare a piedi.<br>Rather than going by bus, I prefer walking.
sbagliato	made a mistake<br>Ha sbagliato a licenziarsi.<br>He has made a mistake to resign.
potete	can<br>(voi) Potete darmi un passaggio in ufficio?<br>Can you give me a ride to the office?
paese	country<br>Da che paese vieni?<br>What country are you from?
lasciare	leave<br>Non lo posso lasciare da solo perché combina pasticci.<br>I can't leave him alone because he makes messes.
campo	field<br>Il campo da calcio è stato rovinato dalla neve.<br>The football field has been ruined by snow.
genitori	parents<br>Dove vivono i tuoi genitori?<br>Where do your parents live?
presidente	president<br>Si è candidato alle elezioni per diventare presidente.<br>He is a candidate for elections to become president.
chiunque	anyone<br>Non dovresti dare il tuo numero di telefono a chiunque.<br>You shouldn’t give your phone number to anyone.
lungo	long<br>Quanto è lungo quel tavolo?<br>How long is that table?
prossima	next<br>La prossima volta che vai al cinema chiedi lo sconto studenti.<br>Next time you go to the cinema, ask for the student discount.
signori	gentlemen<br>Quei signori fanno commenti sgradevoli.<br>Those gentlemen make unpleasant comments.
sesso	sex<br>Non conosciamo ancora il sesso del nascituro.<br>We don't know yet the sex of the unborn child.
andate	go<br>Fammi sapere dove (voi) andate.<br>Let me know where you go.
cura	care<br>(tu) Prenditi cura di tuo fratello mentre sono al lavoro.<br>Take care of your brother while I'm at work.
dirmi	tell me<br>(tu) Puoi dirmi cosa ne pensi di questo vestito?<br>Can you tell me what you think of this dress?
arrivato	arrived<br>Ieri è arrivato tardi a scuola.<br>Yesterday he arrived late at school.
smettila	stop (that)<br>(tu) Smettila di lamentarti!<br>Stop complaining!
parole	words<br>Le parole volano, lo scritto rimane.<br>Words fly, the script remains.
torna	comes back<br>Non mi dice mai a che ora (lui) torna.<br>He never tells me what time he comes back.
minuto	minute<br>Ho prenotato il volo all’ultimo minuto.<br>I booked the flight at the last minute.
scelta	choice<br>È stata una scelta o è stato obbligato a trasferirsi?<br>Was it a choice or was he forced to relocate?
buongiorno	good morning<br>Buongiorno signora Rossi, come sta?<br>Good morning Mrs. Rossi, how are you?
vede	sees<br>(lei) Vede bene solo con gli occhiali da vista.<br>She only sees well with her glasses.
aspettare	wait<br>C’erano molte ragazze ad aspettare il cantante.<br>There were many girls waiting for the singer.
durante	during<br>Non so mai cosa fare durante le vacanze di Pasqua.<br>I never know what to do during the Easter holidays.
unico	only<br>È l’unico modo per farle capire qualcosa.<br>It's the only way to make her understand something.
matrimonio	wedding<br>Il matrimonio verrà celebrato nella cattedrale della città.<br>The wedding will be celebrated in the cathedral of the city.
buono	voucher<br>Mi hanno dato un buono per una spesa gratuita al supermercato.<br>I was given a voucher to shop for free at the supermarket.
libro	book<br>Il suo ultimo libro è un grande successo.<br>His latest book is a great success.
alcuni	some<br>Alcuni dei miei colleghi si lamentano dello stipendio.<br>Some of my colleagues complain about their salary.
ottimo	great<br>Quel ristorante serve ottimo cibo a buon prezzo.<br>That restaurant serves great food at a good price.
dieci	ten<br>A dieci anni è già un campione del ciclismo.<br>At the age of ten, he is already a cycling champion.
sistema	system<br>Questo sistema di pagamento non accetta qualsiasi carta di credito.<br>This payment system does not accept any credit card.
qualunque	whatever<br>Qualunque sia la tua idea, sarò dalla tua parte.<br>Whatever your idea is, I'll be on your side.
portare	to bring<br>Dove è possibile portare i vestiti che non uso più?<br>Where is it possible to bring the clothes I don’t use anymore?
cavolo	cabbage<br>Mangio qualsiasi verdura, eccetto il cavolo.<br>I eat any vegetables, except cabbage.
sarai	will be<br>Non so dove (tu) sarai tra 5 anni.<br>I don’t know where you will be in 5 years.
stupido	stupid<br>Sono stato così stupido a credere alle sue bugie.<br>I was so stupid to believe in her lies.
settimane	weeks<br>Dopo due settimane è già stato licenziato.<br>After two weeks he has already been fired.
molte	many<br>Mangia molte caramelle durante la giornata.<br>She eats many sweets during the day.
gran	big<br>Non è stato un gran affare.<br>It was not a big deal.
fatti	facts<br>Devi dimostrare con i fatti che hai talento.<br>You must demonstrate with facts you have talent.
provato	tried<br>Ho provato a spiegarle che le bugie non servono.<br>I have tried to explain to her that lies are not needed.
diventare	to become<br>Da piccola il mio sogno era diventare una maestra.<br>As a child my dream was to become a teacher.
farò	will do<br>Cosa (io) farò senza di te?<br>What will I do without you?
prigione	prison<br>Lavorare in quell’ufficio è come essere in prigione.<br>Working in that office is like being in prison.
chiedo	ask<br>Scusa se (io) te lo chiedo. Tua sorella è fidanzata?<br>Sorry if I ask you. Is your sister engaged?
voluto	wanted<br>Chi ha voluto costruire quel muro?<br>Who has wanted to build that wall?
scoperto	discovered<br>Da quando ha scoperto che non ha passato l’esame è molto apatico.<br>Since he has discovered that he didn’t pass the exam, he is very apathetic.
scritto	written<br>Mi ha scritto una lettera lunghissima per scusarsi.<br>He has written me a very long letter to apologise.
cerca	looks for<br>Chi cerca un amico trova un tesoro.<br>Who looks for a friend finds a treasure.
messaggio	message<br>Mi ha lasciato un messaggio sulla lavagna.<br>He left me a message on the blackboard.
realtà	reality<br>La realtà è molto diversa dai sogni.<br>Reality is very different from dreams.
pronti	ready<br>Mandatemi un messaggio quando siete pronti.<br>Text me when you are ready.
attenzione	care<br>Fai attenzione e non calpestare i fiori.<br>Pay attention and don’t step on the flowers.
dormire	to sleep<br>Vai a dormire presto se sei stanco.<br>Go to sleep early if you're tired.
luce	light<br>Spegni la luce prima di uscire.<br>Turn off the light before leaving.
parli	speak<br>Se (tu) parli, tutti sapranno la verità.<br>If you speak, everyone will know the truth.
conosci	know<br>(tu) Conosci Carlo?<br>Do you know Carlo?
assolutamente	absolutely<br>Non posso assolutamente mancare al tuo concerto.<br>I absolutely can’t miss your concert.
immagino	guess<br>(io) Immagino che tu sia la sorella di Barbara.<br>I guess you're Barbara's sister.
dello	of the<br>Posso avere una penna dello stesso colore?<br>Can I have a pen of the same colour?
eravamo	were<br>Quando (noi) eravamo giovani, ci piaceva andare in discoteca.<br>When we were young, we enjoyed going to the disco.
cane	dog<br>Il cane dei vicini abbaia costantemente.<br>The neighbours' dog barks constantly.
guardare	to look at<br>Mi sono fermato a guardare le vetrine in centro.<br>I stopped to look at the shop windows in the centre.
tornato	come back<br>Sono appena tornato dagli Stati Uniti.<br>I have just come back from the USA.
giornata	day<br>La mia giornata è davvero molto lunga.<br>My day is really long.
usare	to use<br>Mi piace usare l’auto di mio papà.<br>I like to use my dad's car.
avesse	had<br>Per chi non avesse ancora mangiato, il buffet è aperto.<br>For those who had not eaten yet, the buffet is open.
passo	pace<br>Mio figlio ha fatto il suo primo passo all'età di un anno.<br>My son walked his first pace at the age of one.
chiamare	to call<br>Non puoi chiamare l’ambulanza solo per un semplice mal di testa.<br>You can’t call the ambulance just for a simple headache.
continua	goes on<br>Se continua a piovere staremo in casa.<br>If it goes on raining we will stay at home.
credevo	thought<br>(io) Credevo di non saperlo fare.<br>I thought I did not know how to do it.
saperlo	to know it<br>Non voglio che venga a saperlo.<br>I don’t want him to know it.
benissimo	very well<br>“Come stai?" “Benissimo, e tu?"<br>“How are you?" “Very well and you?"
lontano	afar<br>Non vedo nulla da lontano.<br>I see nothing from afar.
cielo	sky<br>Il cielo oggi ha un colore brillante.<br>Today the sky has a bright colour.
futuro	future<br>In un prossimo futuro cambierò l’arredamento.<br>In the near future, I will change the furniture.
venuta	come<br>È venuta recentemente a trovarmi.<br>She has recently come to see me.
pensando	thinking<br>A cosa stai pensando?<br>What are you thinking about?
restare	to stay<br>Oggi vorrei restare a casa.<br>Today I would like to stay at home.
voce	voice<br>Alza la voce, non ti sento!<br>Raise your voice, I can’t hear you!
trova	finds<br>(lei) Trova un quadrifoglio ogni volta che va al parco.<br>She finds a four-leaf clover every time she goes to the park.
fretta	hurry<br>Non ho fretta di trovare un lavoro.<br>I'm not in a hurry to get a job.
generale	general<br>In generale, i bambini sono più creativi degli adulti.<br>In general, children are more creative than adults.
domande	questions<br>Per favore, evita di fare troppe domande.<br>Please avoid asking too many questions.
circa	about<br>Circa 2.000 persone hanno manifestato in piazza.<br>About 2,000 people demonstrated in the square.
funziona	works<br>Questo computer funziona meglio di quello là.<br>This computer works better than that one.
capelli	hair<br>Il colore dei tuoi capelli è naturale?<br>Is the colour of your hair natural?
dirlo	say it<br>Puoi dirlo forte!<br>You can say it for sure!
preoccuparti	worry<br>(tu) Non preoccuparti, ti presteremo noi i soldi per la casa.<br>Don’t worry, we'll lend you the money for the house.
poter	to be able to<br>Spero di poter contare sulla tua presenza.<br>I hope to be able to count on your presence.
gruppo	group<br>Suona con un gruppo di musicisti irlandesi.<br>He plays with a group of Irish musicians.
provare	to try<br>Vorrei provare a guidare la tua auto, posso?<br>I would like to try driving your car, can I?
crede	believes<br>(lei) Crede a tutte le bugie che le dicono.<br>She believes in all the lies they tell her.
giovane	young<br>Quando sei giovane tutto ti è permesso dalla moda.<br>When you're young, fashion allows you to do anything.
semplice	simple<br>Puoi spiegarlo in modo semplice?<br>Can you explain it in a simple way?
bambina	child<br>Da bambina amavo giocare con le bambole.<br>As a child, I loved playing with dolls.
giocare	to play<br>Sabato pomeriggio vado a giocare con Emma.<br>Saturday afternoon I am going to play with Emma
solito	usual<br>È in ritardo, come al solito.<br>He’s late, as usual.
bagno	bathroom<br>È chiusa in bagno da due ore.<br>She's been locked in the bathroom for two hours.
specie	species<br>Quella specie animale mi è sconosciuta.<br>That animal species is unknown to me.
deciso	decided<br>Fammi sapere cosa hai deciso.<br>Let me know what you've decided.
armi	weapons<br>La polizia ha trovato delle armi nella casa del mio vicino.<br>The police found weapons in my neighbour's house.
riguardo	about<br>Cosa sai riguardo al bilancio dell’azienda?<br>What do you know about the company’s budget?
oltre	besides<br>Oltre a essere bello, è anche simpatico.<br>Besides being handsome, he is also nice.
allo	to the<br>Vado allo stadio tutte le domeniche.<br>I go to the stadium every Sunday.
revisione	revision<br>L’insegnante mi ha consigliato di fare una revisione del testo.<br>The teacher advised me to make a revision of the text.
speciale	special<br>È un’amica davvero speciale.<br>She's a very special friend.
però	however<br>Quella borsa è molto cara, però è bella.<br>That bag is very expensive, however, it's beautiful.
piacerebbe	would like<br>Cosa ti piacerebbe fare per il tuo compleanno?<br>What would you like to do for your birthday?
soltanto	only<br>Parla soltanto con i suoi genitori.<br>He only speaks with his parents.
farà	will do<br>Mi chiedo cosa (lui) farà da grande.<br>I wonder what he will do when he grows up.
bocca	mouth<br>Chiudi la bocca mentre mangi!<br>Close your mouth while eating!
cambiare	to change<br>Ho provato a cambiare lavoro, ma invano.<br>I tried to change job but in vain.
musica	music<br>Studia musica al Conservatorio.<br>He studies music at the Conservatory.
grado	degree<br>I candidati non hanno lo stesso grado di preparazione.<br>Candidates don’t have the same degree of preparation.
arrivo	arrival<br>Qual è l’orario di arrivo del volo?<br>What’s the flight arrival time?
camera	room<br>Queste sono le chiavi della camera 301.<br>These are the keys of room 301.
Natale	Christmas<br>Tra pochi giorni è Natale e non ho comprato alcun regalo finora.<br>In a few days it's Christmas and I haven’t bought any presents so far.
permesso	permission<br>Mi dai il permesso di saltare la scuola oggi?<br>Can you give me permission to skip school today?
cara	dear<br>È proprio una cara persona.<br>She's just a dear person.
chiaro	clear<br>Mettiamo subito in chiaro le rispettive responsabilità.<br>Let’s immediately make it clear our respective responsibilities.
aiutare	to help<br>Sei disponibile ad aiutare Maria con i compiti?<br>Are you available to help Maria with her homework?
cercato	searched<br>Ho cercato ovunque, ma non ci sono tracce di Tim.<br>I’ve searched everywhere, but there are no traces of Tim.
vostri	your<br>Sono vostri quei cappotti?<br>Are those your coats?
chiami	call me<br>Non voglio che (tu) mi chiami quando sono in ufficio.<br>I do not want you to call me when I'm in the office.
ufficio	office<br>Il mio ufficio è a poche fermate da casa.<br>My office is just a few stops from home.
metti	put<br>Mi spiace che (tu) metti poco impegno nel progetto.<br>I'm sorry you put little effort into the project.
semplicemente	simply<br>Io potrei accompagnarti, semplicemente non ho voglia.<br>I could accompany you, I simply don’t want to.
possibilità	possibility<br>C’è anche la possibilità che ti stia sbagliando.<br>There's also the possibility that you're wrong.
viaggio	trip<br>Per la laurea, le hanno regalato un viaggio a Dubai.<br>For the degree, they gave her a trip to Dubai.
prove	evidence<br>Non ci sono prove contro di lui.<br>There is no evidence against him.
devono	have to<br>(loro) Devono correre se non vogliono perdere il treno.<br>They have to run if they don’t want to miss the train.
pazzo	fool<br>Solo un pazzo crederebbe alle sue teorie.<br>Only a fool would believe in his theories.
dovete	have to<br>Se (voi) dovete andare, andate e basta.<br>If you have to go, just go.
cibo	food<br>È sempre in cerca di cibo nel frigorifero.<br>He is always looking for food in the fridge.
di colpo	suddenly<br>L’auto si è fermata di colpo, provocando un incidente.<br>The car stopped suddenly, causing an accident.
resta	stay<br>(tu) Resta fermo e non parlare!<br>Stay still and don’t speak!
odio	hatred<br>Non capisco tutto quell’odio nei suoi confronti.<br>I don’t understand all that hatred of him.
arriva	arrives<br>Voglio essere qui quando (lei) arriva.<br>I want to be here when she arrives.
dirti	to tell you<br>Ho mille cose da dirti.<br>I have a thousand things to tell you.
dev’essere	must be<br>(lei) Dev’essere sua sorella, sono identiche.<br>She must be her sister, they are identical.
chiamata	called<br>Il Preside mi ha chiamata per lamentarsi del tuo comportamento.<br>The Headmaster has called me to complain about your behaviour.
finire	to end<br>I cereali stanno per finire.<br>Cereals are about to end.
mattina	morning<br>Ho passato tutta la mattina a pulire i vetri.<br>I spent the whole morning cleaning the windows.
direi	would tell you<br>Se lo sapessi, (io) te lo direi.<br>If I knew it, I would tell you.
torno	am back<br>(io) Torno tra cinque minuti.<br>I am back in five minutes.
vanno	go<br>Dove (loro) vanno in vacanza?<br>Where do they go on vacation?
potere	power<br>Ha molto potere sui suoi sottoposti.<br>He has a lot of power over his subordinates.
aspetti	expect<br>Arriverà quando meno (tu) te lo aspetti.<br>He will come when you least expect it.
segreto	secret<br>Ti prego di tenere il segreto.<br>Please keep the secret.
sarò	will be<br>(io) Sarò felice di incontrarti.<br>I will be happy to meet you.
com’é	how come<br>Com’è che non sei mai contenta?<br>How come you're never happy?
venga	comes<br>Spero che venga presto l’inverno.<br>I hope winter comes soon.
intenzione	intention<br>Non ho nessuna intenzione di dargliela vinta.<br>I have no intention of giving in to him.
auto	car<br>Mio padre mi presta la sua auto per andare in vacanza.<br>My father lends me his car to go on vacation.
pronta	ready<br>Perché non sei mai pronta per andare a scuola?<br>Why are you never ready to go to school?
fondo	bottom<br>Leggi fino in fondo.<br>Read it straight to the bottom.
lasci	leave<br>Voglio solo che (tu) mi lasci in pace.<br>I just want you to leave me alone.
lista	list<br>La lista dei tuoi difetti si fa sempre più lunga.<br>The list of your flaws is getting longer and longer.
oddio	Oh my God<br>Oddio, cosa hai fatto ai capelli?<br>Oh my God, what did you do to your hair?
alto	tall<br>È diventato alto come suo padre.<br>He became as tall as his father.
completamente	completely<br>Scusami. Mi sono completamente dimenticata.<br>Sorry. I completely forgot.
sparato	fired<br>Chi ha sparato a quel piccolo uccellino?<br>Who has fired at that little bird?
brutto	bad<br>È stato brutto vederla piangere.<br>It was bad to see her cry.
cervello	brain<br>Ogni tanto dubito che gli funzioni il cervello.<br>Sometimes I doubt that his brain works.
milioni	millions<br>Dovrò restituire tutti i milioni di euro che ha rubato.<br>I'll have to repay all the millions of euros he stole.
rapporto	relationship<br>Il nostro rapporto è cambiato da quando è diventato il capo.<br>Our relationship has changed since he became the boss.
addosso	on<br>Il mio cane salta sempre addosso alle persone.<br>My dog always jumps on people.
sogno	dream<br>Ho un sogno nel cassetto da diversi anni.<br>I have had a secret dream for several years.
finalmente	finally<br>Finalmente siamo a casa!<br>Finally, we are at home!
brava	good<br>Non so se è una brava studentessa, ma ha vinto una borsa di studio.<br>I do not know if she's a good student, but she won a scholarship.
fermo	still<br>Stai fermo e fai un bel respiro.<br>Stand still and take a deep breath.
controllare	to check<br>I miei vicini passano sempre a controllare come sto.<br>My neighbours always pop in to check how I am.
prossimo	next<br>Chi è il prossimo?<br>Who is next?
centro	centre<br>Mira al centro del bersaglio.<br>Aim at the centre of the target.
informazione	information<br>Hai qualche informazione sul volo?<br>Do you have any information on the flight?
vecchia	old<br>La mia bici è troppo vecchia, la butterò via.<br>My bike is too old, I'll throw it away.
oppure	or<br>Vuoi pasta oppure risotto?<br>Do you want pasta or risotto?
programma	schedule<br>Qual è il tuo programma per domani?<br>What’s your schedule for tomorrow?
mese	month<br>In quale mese sei nato?<br>Which month were you born in?
pezzo	piece<br>Posso avere un pezzo della tua bistecca?<br>Can I have a piece of your steak?
piacciono	like<br>Ti piacciono i mandarini?<br>Do you like mandarins?
compagnia	company<br>Amo la compagnia dei miei gatti.<br>I love my cats’ company.
